"actor_id","st","st_ratio","count","canon_ratio"
"101963169","Natural science, mathematics",0,0,0
"101963169","Philosophy",0,0,0
"101963169","Religion",0.142857142857143,1,0
"101963169","Social sciences",0.571428571428571,4,0
"101963169","The arts",0,0,0
"10278339","Applied science",0.0288461538461538,3,0.226190476190476
"10278339","History and geography",0.0384615384615385,4,0.226190476190476
"10278339","Information, general works",0.0769230769230769,8,0.226190476190476
"10278339","Language",0.0192307692307692,2,0.226190476190476
"10278339","Literature",0.230769230769231,24,0.226190476190476
"10278339","Natural science, mathematics",0,0,0.226190476190476
"10278339","Philosophy",0,0,0.226190476190476
"10278339","Religion",0.548076923076923,57,0.226190476190476
"10278339","Social sciences",0.0480769230769231,5,0.226190476190476
"10278339","The arts",0.00961538461538462,1,0.226190476190476
"103061314","Applied science",0.0230769230769231,6,0.173396674584323
"103061314","History and geography",0.05,13,0.173396674584323
"103061314","Information, general works",0.00384615384615385,1,0.173396674584323
"103061314","Language",0.0153846153846154,4,0.173396674584323
"103061314","Literature",0.6,156,0.173396674584323
"103061314","Natural science, mathematics",0.0192307692307692,5,0.173396674584323
"103061314","Philosophy",0.0423076923076923,11,0.173396674584323
"103061314","Religion",0.0846153846153846,22,0.173396674584323
"103061314","Social sciences",0.157692307692308,41,0.173396674584323
"103061314","The arts",0.00384615384615385,1,0.173396674584323
"104488836","Applied science",0.0377358490566038,16,0.126179245283019
"104488836","History and geography",0.122641509433962,52,0.126179245283019
"104488836","Information, general works",0.00943396226415094,4,0.126179245283019
"104488836","Language",0.00707547169811321,3,0.126179245283019
"104488836","Literature",0.683962264150943,290,0.126179245283019
"104488836","Natural science, mathematics",0.00471698113207547,2,0.126179245283019
"104488836","Philosophy",0.0165094339622642,7,0.126179245283019
"104488836","Religion",0.0259433962264151,11,0.126179245283019
"104488836","Social sciences",0.089622641509434,38,0.126179245283019
"104488836","The arts",0.00235849056603774,1,0.126179245283019
"1045966","Applied science",0.0736842105263158,21,0.273622047244095
"1045966","History and geography",0.105263157894737,30,0.273622047244095
"1045966","Information, general works",0.0105263157894737,3,0.273622047244095
"1045966","Language",0.056140350877193,16,0.273622047244095
"1045966","Literature",0.414035087719298,118,0.273622047244095
"1045966","Natural science, mathematics",0.0842105263157895,24,0.273622047244095
"1045966","Philosophy",0.0456140350877193,13,0.273622047244095
"1045966","Religion",0.129824561403509,37,0.273622047244095
"1045966","Social sciences",0.0596491228070175,17,0.273622047244095
"1045966","The arts",0.0210526315789474,6,0.273622047244095
"11239245","Applied science",0.136363636363636,3,0.0327868852459016
"11239245","History and geography",0.0454545454545455,1,0.0327868852459016
"11239245","Information, general works",0,0,0.0327868852459016
"11239245","Language",0.0454545454545455,1,0.0327868852459016
"11239245","Literature",0.136363636363636,3,0.0327868852459016
"11239245","Natural science, mathematics",0.0454545454545455,1,0.0327868852459016
"11239245","Philosophy",0,0,0.0327868852459016
"11239245","Religion",0.409090909090909,9,0.0327868852459016
"11239245","Social sciences",0.136363636363636,3,0.0327868852459016
"11239245","The arts",0.0454545454545455,1,0.0327868852459016
"11303120","Applied science",0.0151515151515152,1,0.0326797385620915
"11303120","History and geography",0.0757575757575758,5,0.0326797385620915
"11303120","Information, general works",0.0454545454545455,3,0.0326797385620915
"11303120","Language",0.181818181818182,12,0.0326797385620915
"11303120","Literature",0.0757575757575758,5,0.0326797385620915
"11303120","Natural science, mathematics",0,0,0.0326797385620915
"11303120","Philosophy",0.0151515151515152,1,0.0326797385620915
"11303120","Religion",0.484848484848485,32,0.0326797385620915
"11303120","Social sciences",0.106060606060606,7,0.0326797385620915
"11303120","The arts",0,0,0.0326797385620915
"11311538","Applied science",0.105263157894737,4,0.377358490566038
"11311538","History and geography",0.210526315789474,8,0.377358490566038
"11311538","Information, general works",0,0,0.377358490566038
"11311538","Language",0.0789473684210526,3,0.377358490566038
"11311538","Literature",0.315789473684211,12,0.377358490566038
"11311538","Natural science, mathematics",0,0,0.377358490566038
"11311538","Philosophy",0.0789473684210526,3,0.377358490566038
"11311538","Religion",0.184210526315789,7,0.377358490566038
"11311538","Social sciences",0.0263157894736842,1,0.377358490566038
"11311538","The arts",0,0,0.377358490566038
"118253065","Applied science",0,0,0.0965909090909091
"118253065","History and geography",0.0934579439252336,10,0.0965909090909091
"118253065","Information, general works",0,0,0.0965909090909091
"118253065","Language",0.0280373831775701,3,0.0965909090909091
"118253065","Literature",0.0186915887850467,2,0.0965909090909091
"118253065","Natural science, mathematics",0.0186915887850467,2,0.0965909090909091
"118253065","Philosophy",0,0,0.0965909090909091
"118253065","Religion",0.214953271028037,23,0.0965909090909091
"118253065","Social sciences",0.626168224299065,67,0.0965909090909091
"118253065","The arts",0,0,0.0965909090909091
"11901459","Applied science",0.0769230769230769,2,0
"11901459","History and geography",0.269230769230769,7,0
"11901459","Information, general works",0.0384615384615385,1,0
"11901459","Language",0,0,0
"11901459","Literature",0.0384615384615385,1,0
"11901459","Natural science, mathematics",0.0769230769230769,2,0
"11901459","Philosophy",0,0,0
"11901459","Religion",0.423076923076923,11,0
"11901459","Social sciences",0.0769230769230769,2,0
"11901459","The arts",0,0,0
"11977690","Applied science",0.05,4,0.139393939393939
"11977690","History and geography",0.05,4,0.139393939393939
"11977690","Information, general works",0,0,0.139393939393939
"11977690","Language",0,0,0.139393939393939
"11977690","Literature",0.05,4,0.139393939393939
"11977690","Natural science, mathematics",0.0125,1,0.139393939393939
"11977690","Philosophy",0.025,2,0.139393939393939
"11977690","Religion",0.6875,55,0.139393939393939
"11977690","Social sciences",0.125,10,0.139393939393939
"11977690","The arts",0,0,0.139393939393939
"120538908","Applied science",0,0,0
"120538908","History and geography",0.233333333333333,7,0
"120538908","Information, general works",0,0,0
"120538908","Language",0,0,0
"120538908","Literature",0.133333333333333,4,0
"120538908","Natural science, mathematics",0,0,0
"120538908","Philosophy",0,0,0
"120538908","Religion",0.233333333333333,7,0
"120538908","Social sciences",0.0333333333333333,1,0
"120538908","The arts",0.366666666666667,11,0
"120737243","Applied science",0.0364963503649635,10,0.236220472440945
"120737243","History and geography",0.0766423357664234,21,0.236220472440945
"120737243","Information, general works",0.0802919708029197,22,0.236220472440945
"120737243","Language",0.277372262773723,76,0.236220472440945
"120737243","Literature",0.200729927007299,55,0.236220472440945
"120737243","Natural science, mathematics",0.0109489051094891,3,0.236220472440945
"120737243","Philosophy",0.0291970802919708,8,0.236220472440945
"120737243","Religion",0.171532846715328,47,0.236220472440945
"120737243","Social sciences",0.116788321167883,32,0.236220472440945
"120737243","The arts",0,0,0.236220472440945
"121019857","Applied science",0.379310344827586,11,0.0754716981132075
"121019857","History and geography",0,0,0.0754716981132075
"121019857","Information, general works",0,0,0.0754716981132075
"121019857","Language",0.0689655172413793,2,0.0754716981132075
"121019857","Literature",0.172413793103448,5,0.0754716981132075
"121019857","Natural science, mathematics",0.137931034482759,4,0.0754716981132075
"121019857","Philosophy",0.137931034482759,4,0.0754716981132075
"121019857","Religion",0.0344827586206897,1,0.0754716981132075
"121019857","Social sciences",0.0689655172413793,2,0.0754716981132075
"121019857","The arts",0,0,0.0754716981132075
"121137264","Applied science",0.0560747663551402,6,0.508064516129032
"121137264","History and geography",0.168224299065421,18,0.508064516129032
"121137264","Information, general works",0.00934579439252336,1,0.508064516129032
"121137264","Language",0.0841121495327103,9,0.508064516129032
"121137264","Literature",0.476635514018692,51,0.508064516129032
"121137264","Natural science, mathematics",0.0560747663551402,6,0.508064516129032
"121137264","Philosophy",0.00934579439252336,1,0.508064516129032
"121137264","Religion",0.0747663551401869,8,0.508064516129032
"121137264","Social sciences",0.0654205607476635,7,0.508064516129032
"121137264","The arts",0,0,0.508064516129032
"121291189","Applied science",0.0681818181818182,12,0.402542372881356
"121291189","History and geography",0.147727272727273,26,0.402542372881356
"121291189","Information, general works",0.00568181818181818,1,0.402542372881356
"121291189","Language",0.170454545454545,30,0.402542372881356
"121291189","Literature",0.392045454545455,69,0.402542372881356
"121291189","Natural science, mathematics",0.0511363636363636,9,0.402542372881356
"121291189","Philosophy",0.0397727272727273,7,0.402542372881356
"121291189","Religion",0.0795454545454545,14,0.402542372881356
"121291189","Social sciences",0.0397727272727273,7,0.402542372881356
"121291189","The arts",0.00568181818181818,1,0.402542372881356
"121291191","Applied science",0.0545454545454545,3,0.609375
"121291191","History and geography",0.254545454545455,14,0.609375
"121291191","Information, general works",0,0,0.609375
"121291191","Language",0.0545454545454545,3,0.609375
"121291191","Literature",0.272727272727273,15,0.609375
"121291191","Natural science, mathematics",0,0,0.609375
"121291191","Philosophy",0.0909090909090909,5,0.609375
"121291191","Religion",0.163636363636364,9,0.609375
"121291191","Social sciences",0.109090909090909,6,0.609375
"121291191","The arts",0,0,0.609375
"121291376","Applied science",0.0305343511450382,16,0.576859504132231
"121291376","History and geography",0.0572519083969466,30,0.576859504132231
"121291376","Information, general works",0,0,0.576859504132231
"121291376","Language",0.00954198473282443,5,0.576859504132231
"121291376","Literature",0.765267175572519,401,0.576859504132231
"121291376","Natural science, mathematics",0.00190839694656489,1,0.576859504132231
"121291376","Philosophy",0.00954198473282443,5,0.576859504132231
"121291376","Religion",0.049618320610687,26,0.576859504132231
"121291376","Social sciences",0.0248091603053435,13,0.576859504132231
"121291376","The arts",0.0515267175572519,27,0.576859504132231
"121291400","Applied science",0,0,0.0196078431372549
"121291400","History and geography",0,0,0.0196078431372549
"121291400","Information, general works",0,0,0.0196078431372549
"121291400","Language",0.0666666666666667,2,0.0196078431372549
"121291400","Literature",0.266666666666667,8,0.0196078431372549
"121291400","Natural science, mathematics",0.0333333333333333,1,0.0196078431372549
"121291400","Philosophy",0.0666666666666667,2,0.0196078431372549
"121291400","Religion",0.2,6,0.0196078431372549
"121291400","Social sciences",0.366666666666667,11,0.0196078431372549
"121291400","The arts",0,0,0.0196078431372549
"121291910","Applied science",0.0263157894736842,7,0.198198198198198
"121291910","History and geography",0.0451127819548872,12,0.198198198198198
"121291910","Information, general works",0.0112781954887218,3,0.198198198198198
"121291910","Language",0.0488721804511278,13,0.198198198198198
"121291910","Literature",0.605263157894737,161,0.198198198198198
"121291910","Natural science, mathematics",0.0037593984962406,1,0.198198198198198
"121291910","Philosophy",0.093984962406015,25,0.198198198198198
"121291910","Religion",0.0827067669172932,22,0.198198198198198
"121291910","Social sciences",0.0676691729323308,18,0.198198198198198
"121291910","The arts",0.0150375939849624,4,0.198198198198198
"121294363","Applied science",0.00623700623700624,3,0.121186440677966
"121294363","History and geography",0.051975051975052,25,0.121186440677966
"121294363","Information, general works",0.0291060291060291,14,0.121186440677966
"121294363","Language",0.0166320166320166,8,0.121186440677966
"121294363","Literature",0.0457380457380457,22,0.121186440677966
"121294363","Natural science, mathematics",0.00831600831600832,4,0.121186440677966
"121294363","Philosophy",0.00415800415800416,2,0.121186440677966
"121294363","Religion",0.299376299376299,144,0.121186440677966
"121294363","Social sciences",0.538461538461538,259,0.121186440677966
"121294363","The arts",0,0,0.121186440677966
"121294681","Applied science",0,0,0.065359477124183
"121294681","History and geography",0.153846153846154,18,0.065359477124183
"121294681","Information, general works",0,0,0.065359477124183
"121294681","Language",0,0,0.065359477124183
"121294681","Literature",0.0854700854700855,10,0.065359477124183
"121294681","Natural science, mathematics",0,0,0.065359477124183
"121294681","Philosophy",0,0,0.065359477124183
"121294681","Religion",0.760683760683761,89,0.065359477124183
"121294681","Social sciences",0,0,0.065359477124183
"121294681","The arts",0,0,0.065359477124183
"12162986","Applied science",0.0555555555555556,14,0.322766570605187
"12162986","History and geography",0.111111111111111,28,0.322766570605187
"12162986","Information, general works",0.0238095238095238,6,0.322766570605187
"12162986","Language",0.107142857142857,27,0.322766570605187
"12162986","Literature",0.357142857142857,90,0.322766570605187
"12162986","Natural science, mathematics",0.0396825396825397,10,0.322766570605187
"12162986","Philosophy",0.0357142857142857,9,0.322766570605187
"12162986","Religion",0.142857142857143,36,0.322766570605187
"12162986","Social sciences",0.126984126984127,32,0.322766570605187
"12162986","The arts",0,0,0.322766570605187
"12177189","Applied science",0.0128205128205128,1,0.112676056338028
"12177189","History and geography",0.0769230769230769,6,0.112676056338028
"12177189","Information, general works",0,0,0.112676056338028
"12177189","Language",0,0,0.112676056338028
"12177189","Literature",0.0897435897435897,7,0.112676056338028
"12177189","Natural science, mathematics",0,0,0.112676056338028
"12177189","Philosophy",0.0384615384615385,3,0.112676056338028
"12177189","Religion",0.769230769230769,60,0.112676056338028
"12177189","Social sciences",0.0128205128205128,1,0.112676056338028
"12177189","The arts",0,0,0.112676056338028
"12182874","Applied science",0.0180995475113122,4,0.0377906976744186
"12182874","History and geography",0.298642533936652,66,0.0377906976744186
"12182874","Information, general works",0.0180995475113122,4,0.0377906976744186
"12182874","Language",0.0226244343891403,5,0.0377906976744186
"12182874","Literature",0.0361990950226244,8,0.0377906976744186
"12182874","Natural science, mathematics",0,0,0.0377906976744186
"12182874","Philosophy",0.0135746606334842,3,0.0377906976744186
"12182874","Religion",0.565610859728507,125,0.0377906976744186
"12182874","Social sciences",0.0271493212669683,6,0.0377906976744186
"12182874","The arts",0,0,0.0377906976744186
"12183814","Applied science",0.103448275862069,6,0.235294117647059
"12183814","History and geography",0.0517241379310345,3,0.235294117647059
"12183814","Information, general works",0,0,0.235294117647059
"12183814","Language",0,0,0.235294117647059
"12183814","Literature",0.0689655172413793,4,0.235294117647059
"12183814","Natural science, mathematics",0,0,0.235294117647059
"12183814","Philosophy",0.0172413793103448,1,0.235294117647059
"12183814","Religion",0.551724137931034,32,0.235294117647059
"12183814","Social sciences",0.206896551724138,12,0.235294117647059
"12183814","The arts",0,0,0.235294117647059
"12200199","Applied science",0.106060606060606,14,0.104026845637584
"12200199","History and geography",0.113636363636364,15,0.104026845637584
"12200199","Information, general works",0.0378787878787879,5,0.104026845637584
"12200199","Language",0.0378787878787879,5,0.104026845637584
"12200199","Literature",0.401515151515151,53,0.104026845637584
"12200199","Natural science, mathematics",0,0,0.104026845637584
"12200199","Philosophy",0,0,0.104026845637584
"12200199","Religion",0.0757575757575758,10,0.104026845637584
"12200199","Social sciences",0.21969696969697,29,0.104026845637584
"12200199","The arts",0.00757575757575758,1,0.104026845637584
"122088014","Applied science",0.00985221674876847,2,0.212678936605317
"122088014","History and geography",0.103448275862069,21,0.212678936605317
"122088014","Information, general works",0,0,0.212678936605317
"122088014","Language",0.0492610837438424,10,0.212678936605317
"122088014","Literature",0.0443349753694581,9,0.212678936605317
"122088014","Natural science, mathematics",0,0,0.212678936605317
"122088014","Philosophy",0.0147783251231527,3,0.212678936605317
"122088014","Religion",0.655172413793103,133,0.212678936605317
"122088014","Social sciences",0.118226600985222,24,0.212678936605317
"122088014","The arts",0.00492610837438424,1,0.212678936605317
"12211351","Applied science",0.0683760683760684,8,0.0960698689956332
"12211351","History and geography",0.0683760683760684,8,0.0960698689956332
"12211351","Information, general works",0,0,0.0960698689956332
"12211351","Language",0.213675213675214,25,0.0960698689956332
"12211351","Literature",0.11965811965812,14,0.0960698689956332
"12211351","Natural science, mathematics",0.0683760683760684,8,0.0960698689956332
"12211351","Philosophy",0.0341880341880342,4,0.0960698689956332
"12211351","Religion",0.384615384615385,45,0.0960698689956332
"12211351","Social sciences",0.0427350427350427,5,0.0960698689956332
"12211351","The arts",0,0,0.0960698689956332
"12250525","Applied science",0,0,0.0384615384615385
"12250525","History and geography",0.230769230769231,6,0.0384615384615385
"12250525","Information, general works",0.0384615384615385,1,0.0384615384615385
"12250525","Language",0.0384615384615385,1,0.0384615384615385
"12250525","Literature",0,0,0.0384615384615385
"12250525","Natural science, mathematics",0,0,0.0384615384615385
"12250525","Philosophy",0,0,0.0384615384615385
"12250525","Religion",0.576923076923077,15,0.0384615384615385
"12250525","Social sciences",0.115384615384615,3,0.0384615384615385
"12250525","The arts",0,0,0.0384615384615385
"122574378","Applied science",0.00333518621456365,12,0.396384928716904
"122574378","History and geography",0.00250138966092273,9,0.396384928716904
"122574378","Information, general works",0.799332962757087,2876,0.396384928716904
"122574378","Language",0.0166759310728182,60,0.396384928716904
"122574378","Literature",0.00361311839911062,13,0.396384928716904
"122574378","Natural science, mathematics",0.00250138966092273,9,0.396384928716904
"122574378","Philosophy",0.000833796553640912,3,0.396384928716904
"122574378","Religion",0.142023346303502,511,0.396384928716904
"122574378","Social sciences",0.0289049471928849,104,0.396384928716904
"122574378","The arts",0.000277932184546971,1,0.396384928716904
"123267116","Applied science",0.0476190476190476,2,0.0315789473684211
"123267116","History and geography",0,0,0.0315789473684211
"123267116","Information, general works",0.0476190476190476,2,0.0315789473684211
"123267116","Language",0.0238095238095238,1,0.0315789473684211
"123267116","Literature",0.261904761904762,11,0.0315789473684211
"123267116","Natural science, mathematics",0.119047619047619,5,0.0315789473684211
"123267116","Philosophy",0.0952380952380952,4,0.0315789473684211
"123267116","Religion",0.285714285714286,12,0.0315789473684211
"123267116","Social sciences",0.119047619047619,5,0.0315789473684211
"123267116","The arts",0,0,0.0315789473684211
"12361047","Applied science",0.0855949895615866,82,0.512532411408816
"12361047","History and geography",0.122129436325678,117,0.512532411408816
"12361047","Information, general works",0.00626304801670146,6,0.512532411408816
"12361047","Language",0.195198329853862,187,0.512532411408816
"12361047","Literature",0.218162839248434,209,0.512532411408816
"12361047","Natural science, mathematics",0.0626304801670146,60,0.512532411408816
"12361047","Philosophy",0.0480167014613779,46,0.512532411408816
"12361047","Religion",0.191022964509395,183,0.512532411408816
"12361047","Social sciences",0.0657620041753653,63,0.512532411408816
"12361047","The arts",0.00521920668058455,5,0.512532411408816
"12361109","Applied science",0.031331592689295,12,0.272401433691756
"12361109","History and geography",0.0130548302872063,5,0.272401433691756
"12361109","Information, general works",0.00522193211488251,2,0.272401433691756
"12361109","Language",0.02088772845953,8,0.272401433691756
"12361109","Literature",0.0365535248041775,14,0.272401433691756
"12361109","Natural science, mathematics",0.00261096605744125,1,0.272401433691756
"12361109","Philosophy",0.00522193211488251,2,0.272401433691756
"12361109","Religion",0.33420365535248,128,0.272401433691756
"12361109","Social sciences",0.550913838120104,211,0.272401433691756
"12361109","The arts",0,0,0.272401433691756
"12361505","Applied science",0,0,0.105263157894737
"12361505","History and geography",0.192307692307692,5,0.105263157894737
"12361505","Information, general works",0,0,0.105263157894737
"12361505","Language",0.0769230769230769,2,0.105263157894737
"12361505","Literature",0.153846153846154,4,0.105263157894737
"12361505","Natural science, mathematics",0,0,0.105263157894737
"12361505","Philosophy",0,0,0.105263157894737
"12361505","Religion",0.461538461538462,12,0.105263157894737
"12361505","Social sciences",0.115384615384615,3,0.105263157894737
"12361505","The arts",0,0,0.105263157894737
"12362954","Applied science",0.00636942675159236,1,0.0174216027874564
"12362954","History and geography",0.0573248407643312,9,0.0174216027874564
"12362954","Information, general works",0.00636942675159236,1,0.0174216027874564
"12362954","Language",0.0509554140127389,8,0.0174216027874564
"12362954","Literature",0.101910828025478,16,0.0174216027874564
"12362954","Natural science, mathematics",0,0,0.0174216027874564
"12362954","Philosophy",0.0382165605095541,6,0.0174216027874564
"12362954","Religion",0.668789808917197,105,0.0174216027874564
"12362954","Social sciences",0.0700636942675159,11,0.0174216027874564
"12362954","The arts",0,0,0.0174216027874564
"124448546","Applied science",0,0,0.111702127659574
"124448546","History and geography",0.0566037735849057,3,0.111702127659574
"124448546","Information, general works",0.0377358490566038,2,0.111702127659574
"124448546","Language",0.0754716981132075,4,0.111702127659574
"124448546","Literature",0.0188679245283019,1,0.111702127659574
"124448546","Natural science, mathematics",0.0188679245283019,1,0.111702127659574
"124448546","Philosophy",0.0943396226415094,5,0.111702127659574
"124448546","Religion",0.264150943396226,14,0.111702127659574
"124448546","Social sciences",0.433962264150943,23,0.111702127659574
"124448546","The arts",0,0,0.111702127659574
"125572698","Applied science",0,0,0.186046511627907
"125572698","History and geography",0.0909090909090909,3,0.186046511627907
"125572698","Information, general works",0.0303030303030303,1,0.186046511627907
"125572698","Language",0.212121212121212,7,0.186046511627907
"125572698","Literature",0.0606060606060606,2,0.186046511627907
"125572698","Natural science, mathematics",0,0,0.186046511627907
"125572698","Philosophy",0.212121212121212,7,0.186046511627907
"125572698","Religion",0.212121212121212,7,0.186046511627907
"125572698","Social sciences",0.181818181818182,6,0.186046511627907
"125572698","The arts",0,0,0.186046511627907
"127144963","Applied science",0.0808080808080808,8,0.373239436619718
"127144963","History and geography",0.101010101010101,10,0.373239436619718
"127144963","Information, general works",0,0,0.373239436619718
"127144963","Language",0.0909090909090909,9,0.373239436619718
"127144963","Literature",0.363636363636364,36,0.373239436619718
"127144963","Natural science, mathematics",0.151515151515152,15,0.373239436619718
"127144963","Philosophy",0.0404040404040404,4,0.373239436619718
"127144963","Religion",0.151515151515152,15,0.373239436619718
"127144963","Social sciences",0.0202020202020202,2,0.373239436619718
"127144963","The arts",0,0,0.373239436619718
"128307380","Applied science",0.117647058823529,4,0.363636363636364
"128307380","History and geography",0.147058823529412,5,0.363636363636364
"128307380","Information, general works",0,0,0.363636363636364
"128307380","Language",0.264705882352941,9,0.363636363636364
"128307380","Literature",0.205882352941176,7,0.363636363636364
"128307380","Natural science, mathematics",0,0,0.363636363636364
"128307380","Philosophy",0.0588235294117647,2,0.363636363636364
"128307380","Religion",0.0588235294117647,2,0.363636363636364
"128307380","Social sciences",0.147058823529412,5,0.363636363636364
"128307380","The arts",0,0,0.363636363636364
"128575634","Applied science",0.0555555555555556,2,0.125
"128575634","History and geography",0.0833333333333333,3,0.125
"128575634","Information, general works",0,0,0.125
"128575634","Language",0.0833333333333333,3,0.125
"128575634","Literature",0.0833333333333333,3,0.125
"128575634","Natural science, mathematics",0.0277777777777778,1,0.125
"128575634","Philosophy",0.0833333333333333,3,0.125
"128575634","Religion",0.5,18,0.125
"128575634","Social sciences",0.0833333333333333,3,0.125
"128575634","The arts",0,0,0.125
"130132158","Applied science",0.0566037735849057,15,0.29585798816568
"130132158","History and geography",0.0226415094339623,6,0.29585798816568
"130132158","Information, general works",0,0,0.29585798816568
"130132158","Language",0,0,0.29585798816568
"130132158","Literature",0.0188679245283019,5,0.29585798816568
"130132158","Natural science, mathematics",0,0,0.29585798816568
"130132158","Philosophy",0.00377358490566038,1,0.29585798816568
"130132158","Religion",0.867924528301887,230,0.29585798816568
"130132158","Social sciences",0.030188679245283,8,0.29585798816568
"130132158","The arts",0,0,0.29585798816568
"130490366","Applied science",0.0606060606060606,4,0.0710059171597633
"130490366","History and geography",0.0454545454545455,3,0.0710059171597633
"130490366","Information, general works",0.0454545454545455,3,0.0710059171597633
"130490366","Language",0.0757575757575758,5,0.0710059171597633
"130490366","Literature",0.439393939393939,29,0.0710059171597633
"130490366","Natural science, mathematics",0.0151515151515152,1,0.0710059171597633
"130490366","Philosophy",0.0151515151515152,1,0.0710059171597633
"130490366","Religion",0.136363636363636,9,0.0710059171597633
"130490366","Social sciences",0.166666666666667,11,0.0710059171597633
"130490366","The arts",0,0,0.0710059171597633
"13108899","Applied science",0.258620689655172,30,0.168141592920354
"13108899","History and geography",0.0344827586206897,4,0.168141592920354
"13108899","Information, general works",0,0,0.168141592920354
"13108899","Language",0.0431034482758621,5,0.168141592920354
"13108899","Literature",0.267241379310345,31,0.168141592920354
"13108899","Natural science, mathematics",0.0258620689655172,3,0.168141592920354
"13108899","Philosophy",0.0431034482758621,5,0.168141592920354
"13108899","Religion",0.163793103448276,19,0.168141592920354
"13108899","Social sciences",0.155172413793103,18,0.168141592920354
"13108899","The arts",0.00862068965517241,1,0.168141592920354
"132829424","Applied science",0.0576271186440678,17,0.542134831460674
"132829424","History and geography",0.111864406779661,33,0.542134831460674
"132829424","Information, general works",0.0101694915254237,3,0.542134831460674
"132829424","Language",0.108474576271186,32,0.542134831460674
"132829424","Literature",0.298305084745763,88,0.542134831460674
